découvrir,"{'lire': 0.4779999852180481, 'écrire': 0.2980000078678131}","{'lire': 0.5559999942779541, 'écrire': 0.43299999833106995}"
mouler,"{'lire': -0.08100000023841858, 'écrire': -0.11599999666213989}","{'lire': 0.013000000268220901, 'écrire': 0.12200000137090683}"
comporter,"{'lire': 0.3409999907016754, 'écrire': 0.19599999487400055}","{'lire': 0.3089999854564667, 'écrire': 0.3440000116825104}"
refléter,"{'lire': 0.050999999046325684, 'écrire': -0.07500000298023224}","{'lire': 0.27900001406669617, 'écrire': 0.2720000147819519}"
manipuler,"{'lire': 0.1120000034570694, 'écrire': 0.10599999874830246}","{'lire': 0.4350000023841858, 'écrire': 0.41100001335144043}"
structurer,"{'lire': 0.14399999380111694, 'écrire': 0.33000001311302185}","{'lire': 0.18000000715255737, 'écrire': 0.2150000035762787}"
ériger,"{'lire': -0.07500000298023224, 'écrire': 0.006000000052154064}","{'lire': 0.1509999930858612, 'écrire': 0.35100001096725464}"
relever,"{'lire': 0.06199999898672104, 'écrire': -0.009999999776482582}","{'lire': 0.33500000834465027, 'écrire': 0.3930000066757202}"
savoir,"{'lire': 0.39399999380111694, 'écrire': 0.335999995470047}","{'lire': 0.3970000147819519, 'écrire': 0.38199999928474426}"
peaufiner,"{'lire': 0.34299999475479126, 'écrire': 0.3869999945163727}","{'lire': 0.37700000405311584, 'écrire': 0.26100000739097595}"
signaler,"{'lire': 0.3409999907016754, 'écrire': 0.28600001335144043}","{'lire': 0.5329999923706055, 'écrire': 0.5419999957084656}"
sentir,"{'lire': 0.19900000095367432, 'écrire': 0.1589999943971634}","{'lire': 0.34299999475479126, 'écrire': 0.21899999678134918}"
imposer,"{'lire': 0.041999999433755875, 'écrire': 0.1379999965429306}","{'lire': 0.15700000524520874, 'écrire': 0.3580000102519989}"
acheter,"{'lire': 0.578000009059906, 'écrire': 0.3479999899864197}","{'lire': 0.44600000977516174, 'écrire': 0.44200000166893005}"
retravailler,"{'lire': 0.49900001287460327, 'écrire': 0.4690000116825104}","{'lire': 0.492000013589859, 'écrire': 0.4020000100135803}"
narrer,"{'lire': 0.11699999868869781, 'écrire': 0.1899999976158142}","{'lire': 0.4410000145435333, 'écrire': 0.4320000112056732}"
reprendre,"{'lire': 0.33000001311302185, 'écrire': 0.39100000262260437}","{'lire': 0.5640000104904175, 'écrire': 0.5929999947547913}"
corriger,"{'lire': 0.5080000162124634, 'écrire': 0.4830000102519989}","{'lire': 0.5299999713897705, 'écrire': 0.4169999957084656}"
posséder,"{'lire': 0.0820000022649765, 'écrire': -0.06400000303983688}","{'lire': 0.22499999403953552, 'écrire': 0.33500000834465027}"
créer,"{'lire': 0.1420000046491623, 'écrire': 0.2980000078678131}","{'lire': 0.3310000002384186, 'écrire': 0.4350000023841858}"
rebâtir,"{'lire': -0.3070000112056732, 'écrire': -0.3190000057220459}","{'lire': 0.14100000262260437, 'écrire': 0.1509999930858612}"
développer,"{'lire': 0.27300000190734863, 'écrire': 0.3959999978542328}","{'lire': 0.30000001192092896, 'écrire': 0.3199999928474426}"
imiter,"{'lire': 0.08699999749660492, 'écrire': 0.12800000607967377}","{'lire': 0.40400001406669617, 'écrire': 0.4269999861717224}"
réécrire,"{'lire': 0.5270000100135803, 'écrire': 0.5410000085830688}","{'lire': 0.527999997138977, 'écrire': 0.49300000071525574}"
expliquer,"{'lire': 0.3269999921321869, 'écrire': 0.3630000054836273}","{'lire': 0.4399999976158142, 'écrire': 0.5870000123977661}"
résumer,"{'lire': 0.3440000116825104, 'écrire': 0.34299999475479126}","{'lire': 0.5389999747276306, 'écrire': 0.4480000138282776}"
évoquer,"{'lire': 0.27000001072883606, 'écrire': 0.2680000066757202}","{'lire': 0.4819999933242798, 'écrire': 0.5960000157356262}"
sentiment,"{'lire': 0.03700000047683716, 'écrire': 0.12600000202655792}","{'lire': 0.04699999839067459, 'écrire': 0.10400000214576721}"
vendre,"{'lire': 0.47200000286102295, 'écrire': 0.34299999475479126}","{'lire': 0.34599998593330383, 'écrire': 0.34700000286102295}"
élaborer,"{'lire': 0.06599999964237213, 'écrire': 0.25}","{'lire': 0.30300000309944153, 'écrire': 0.4690000116825104}"
transposer,"{'lire': 0.1770000010728836, 'écrire': 0.23199999332427979}","{'lire': 0.5659999847412109, 'écrire': 0.5389999747276306}"
insinuer,"{'lire': 0.11999999731779099, 'écrire': 0.07999999821186066}","{'lire': 0.32899999618530273, 'écrire': 0.42500001192092896}"
rédiger,"{'lire': 0.6119999885559082, 'écrire': 0.6269999742507935}","{'lire': 0.652999997138977, 'écrire': 0.765999972820282}"
noter,"{'lire': 0.36399999260902405, 'écrire': 0.35899999737739563}","{'lire': 0.4819999933242798, 'écrire': 0.4869999885559082}"
connaitre,"{'lire': 0.3400000035762787, 'écrire': 0.20600000023841858}","{'lire': 0.4909999966621399, 'écrire': 0.44699999690055847}"
remanier,"{'lire': 0.41999998688697815, 'écrire': 0.39500001072883606}","{'lire': 0.3970000147819519, 'écrire': 0.3529999852180481}"
générer,"{'lire': 0.02800000086426735, 'écrire': 0.035999998450279236}","{'lire': 0.19099999964237213, 'écrire': 0.22100000083446503}"
craindre,"{'lire': 0.22499999403953552, 'écrire': 0.04899999871850014}","{'lire': 0.2669999897480011, 'écrire': 0.20000000298023224}"
produire,"{'lire': 0.27399998903274536, 'écrire': 0.3199999928474426}","{'lire': 0.29499998688697815, 'écrire': 0.38100001215934753}"
compléter,"{'lire': 0.28299999237060547, 'écrire': 0.2160000056028366}","{'lire': 0.4390000104904175, 'écrire': 0.36399999260902405}"
reconnaitre,"{'lire': 0.22100000083446503, 'écrire': 0.15299999713897705}","{'lire': 0.4320000112056732, 'écrire': 0.4490000009536743}"
représenter,"{'lire': 0.12600000202655792, 'écrire': 0.12600000202655792}","{'lire': 0.16099999845027924, 'écrire': 0.3400000035762787}"
souffrir,"{'lire': 0.1599999964237213, 'écrire': 0.13099999725818634}","{'lire': 0.23899999260902405, 'écrire': 0.25099998712539673}"
relire,"{'lire': 0.6869999766349792, 'écrire': 0.515999972820282}","{'lire': 0.7960000038146973, 'écrire': 0.5339999794960022}"
publier,"{'lire': 0.6330000162124634, 'écrire': 0.4740000069141388}","{'lire': 0.5519999861717224, 'écrire': 0.6499999761581421}"
constater,"{'lire': 0.3310000002384186, 'écrire': 0.25099998712539673}","{'lire': 0.47999998927116394, 'écrire': 0.46000000834465027}"
comprendre,"{'lire': 0.4009999930858612, 'écrire': 0.3540000021457672}","{'lire': 0.5230000019073486, 'écrire': 0.4009999930858612}"
traiter,"{'lire': 0.4000000059604645, 'écrire': 0.3529999852180481}","{'lire': 0.4189999997615814, 'écrire': 0.48100000619888306}"
raconter,"{'lire': 0.4620000123977661, 'écrire': 0.460999995470047}","{'lire': 0.5600000023841858, 'écrire': 0.6000000238418579}"
accommoder,"{'lire': -0.09200000017881393, 'écrire': -0.1379999965429306}","{'lire': 0.28700000047683716, 'écrire': 0.3179999887943268}"
apprécier,"{'lire': 0.6140000224113464, 'écrire': 0.3840000033378601}","{'lire': 0.46299999952316284, 'écrire': 0.4000000059604645}"
démontrer,"{'lire': 0.08799999952316284, 'écrire': 0.2639999985694885}","{'lire': 0.3400000035762787, 'écrire': 0.43299999833106995}"
stocker,"{'lire': 0.14000000059604645, 'écrire': 0.0020000000949949026}","{'lire': 0.32499998807907104, 'écrire': 0.25600001215934753}"
reprocher,"{'lire': 0.29100000858306885, 'écrire': 0.2150000035762787}","{'lire': 0.33799999952316284, 'écrire': 0.34700000286102295}"
avouer,"{'lire': 0.37599998712539673, 'écrire': 0.3630000054836273}","{'lire': 0.4970000088214874, 'écrire': 0.48100000619888306}"
retranscrire,"{'lire': 0.31299999356269836, 'écrire': 0.40700000524520874}","{'lire': 0.6639999747276306, 'écrire': 0.6539999842643738}"
répéter,"{'lire': 0.4000000059604645, 'écrire': 0.37400001287460327}","{'lire': 0.5799999833106995, 'écrire': 0.4519999921321869}"
exploiter,"{'lire': 0.22599999606609344, 'écrire': 0.2669999897480011}","{'lire': 0.2370000034570694, 'écrire': 0.33000001311302185}"
exclure,"{'lire': 0.23399999737739563, 'écrire': 0.11299999803304672}","{'lire': 0.210999995470047, 'écrire': 0.3009999990463257}"
confectionner,"{'lire': -0.210999995470047, 'écrire': -0.19300000369548798}","{'lire': 0.33799999952316284, 'écrire': 0.4180000126361847}"
rappeler,"{'lire': 0.335999995470047, 'écrire': 0.2280000001192093}","{'lire': 0.5090000033378601, 'écrire': 0.5189999938011169}"
différer,"{'lire': 0.0820000022649765, 'écrire': 0.08299999684095383}","{'lire': 0.21400000154972076, 'écrire': 0.23199999332427979}"
commercialiser,"{'lire': 0.29100000858306885, 'écrire': 0.17399999499320984}","{'lire': 0.1889999955892563, 'écrire': 0.2809999883174896}"
discuter,"{'lire': 0.335999995470047, 'écrire': 0.25200000405311584}","{'lire': 0.4429999887943268, 'écrire': 0.3540000021457672}"
ficher,"{'lire': 0.2720000147819519, 'écrire': 0.10400000214576721}","{'lire': 0.3240000009536743, 'écrire': 0.25200000405311584}"
raisonner,"{'lire': 0.11299999803304672, 'écrire': 0.24500000476837158}","{'lire': 0.34299999475479126, 'écrire': 0.30000001192092896}"
travailler,"{'lire': 0.4189999997615814, 'écrire': 0.48399999737739563}","{'lire': 0.4000000059604645, 'écrire': 0.44600000977516174}"
transporter,"{'lire': 0.06499999761581421, 'écrire': -0.04100000113248825}","{'lire': 0.382999986410141, 'écrire': 0.41100001335144043}"
croire,"{'lire': 0.3779999911785126, 'écrire': 0.3019999861717224}","{'lire': 0.4749999940395355, 'écrire': 0.42399999499320984}"
constituer,"{'lire': 0.06499999761581421, 'écrire': -0.014000000432133675}","{'lire': 0.08299999684095383, 'écrire': 0.26899999380111694}"
transcrire,"{'lire': 0.16699999570846558, 'écrire': 0.29499998688697815}","{'lire': 0.5820000171661377, 'écrire': 0.6399999856948853}"
extérioriser,"{'lire': -0.061000000685453415, 'écrire': 0.11100000143051147}","{'lire': 0.33799999952316284, 'écrire': 0.40799999237060547}"
écrire,"{'lire': 0.6610000133514404, 'écrire': 1.0}","{'lire': 0.7580000162124634, 'écrire': 1.0}"
dire,"{'lire': 0.43700000643730164, 'écrire': 0.4650000035762787}","{'lire': 0.5350000262260437, 'écrire': 0.6140000224113464}"
interroger,"{'lire': 0.3310000002384186, 'écrire': 0.30399999022483826}","{'lire': 0.37400001287460327, 'écrire': 0.4950000047683716}"
remarquer,"{'lire': 0.4009999930858612, 'écrire': 0.28999999165534973}","{'lire': 0.503000020980835, 'écrire': 0.47200000286102295}"
terminer,"{'lire': 0.5210000276565552, 'écrire': 0.49799999594688416}","{'lire': 0.36899998784065247, 'écrire': 0.3479999899864197}"
manifester,"{'lire': 0.18000000715255737, 'écrire': 0.1379999965429306}","{'lire': 0.31200000643730164, 'écrire': 0.3160000145435333}"
écouter,"{'lire': 0.4399999976158142, 'écrire': 0.32499998807907104}","{'lire': 0.652999997138977, 'écrire': 0.48100000619888306}"
saisir,"{'lire': 0.19699999690055847, 'écrire': 0.19099999964237213}","{'lire': 0.5440000295639038, 'écrire': 0.5189999938011169}"
construire,"{'lire': 0.12099999934434891, 'écrire': 0.2939999997615814}","{'lire': 0.23600000143051147, 'écrire': 0.3440000116825104}"
fabrication,"{'lire': -0.03099999949336052, 'écrire': -0.1459999978542328}","{'lire': -0.061000000685453415, 'écrire': -0.017999999225139618}"
rapporter,"{'lire': 0.1899999976158142, 'écrire': 0.13600000739097595}","{'lire': 0.48899999260902405, 'écrire': 0.5090000033378601}"
explorer,"{'lire': 0.1509999930858612, 'écrire': 0.09799999743700027}","{'lire': 0.3790000081062317, 'écrire': 0.3019999861717224}"
lire,"{'lire': 1.0, 'écrire': 0.6610000133514404}","{'lire': 1.0, 'écrire': 0.7580000162124634}"
transformer,"{'lire': 0.1420000046491623, 'écrire': 0.11100000143051147}","{'lire': 0.2809999883174896, 'écrire': 0.25}"
aménager,"{'lire': -0.16899999976158142, 'écrire': -0.05400000140070915}","{'lire': 0.20900000631809235, 'écrire': 0.23199999332427979}"
